accuracy,loss,val_accuracy,val_loss,learning_rate
0.7626562714576721,0.6645404100418091,0.19562500715255737,7.5974040031433105,0.0010000000474974513
0.9574218988418579,0.1306617707014084,0.6953125,2.1578328609466553,0.0010000000474974513
0.9735937714576721,0.08662493526935577,0.9012500047683716,0.30269715189933777,0.0010000000474974513
0.9779687523841858,0.07657278329133987,0.8556249737739563,0.4627823233604431,0.0010000000474974513
0.9852343797683716,0.050977304577827454,0.8946874737739563,0.3902524709701538,0.0010000000474974513
0.9829687476158142,0.05477749928832054,0.48343750834465027,2.752798557281494,0.0010000000474974513
0.9875781536102295,0.04219589754939079,0.9775000214576721,0.06549734622240067,0.0010000000474974513
0.9903125166893005,0.03382962569594383,1.0,0.0006444220198318362,0.0010000000474974513
0.9912499785423279,0.03156660124659538,0.9131249785423279,0.25957927107810974,0.0010000000474974513
0.9893749952316284,0.03825606033205986,0.9868749976158142,0.031801093369722366,0.0010000000474974513
0.9921875,0.03037392534315586,0.6159374713897705,2.3025686740875244,0.0010000000474974513
0.9917968511581421,0.035260092467069626,0.9990624785423279,0.005534208845347166,0.0010000000474974513
0.9911718964576721,0.031687382608652115,0.9965624809265137,0.008535136468708515,0.0010000000474974513
0.9934375286102295,0.024037061259150505,0.9975000023841858,0.007706456817686558,0.0010000000474974513
0.9932812452316284,0.026282045990228653,0.9971874952316284,0.019129930064082146,0.0010000000474974513
0.9946874976158142,0.02105867862701416,0.9684374928474426,0.09421795606613159,0.0010000000474974513
0.9975781440734863,0.010157844983041286,0.9987499713897705,0.0040960898622870445,0.0005000000237487257
0.9986718893051147,0.005578477866947651,1.0,0.00018840908887796104,0.0005000000237487257
0.9979687333106995,0.007846727035939693,0.9981250166893005,0.008759401738643646,0.0005000000237487257
0.9989843964576721,0.004245847929269075,0.9996874928474426,0.0005977607215754688,0.0005000000237487257
0.9966406226158142,0.012870661914348602,0.9987499713897705,0.0020937479566782713,0.0005000000237487257
0.996874988079071,0.010026298463344574,1.0,0.00018615489534568042,0.0005000000237487257
0.9977343678474426,0.008331704884767532,0.9996874928474426,0.0019140385556966066,0.0005000000237487257
